timestamp,speed_bin,position_bin,k_anonymity,l_diversity,delta_presence
2024-08-22 09:30:04,4.0,"(0.0, 20.0)",10,1,1
2024-08-22 09:30:04,0.5,"(50.0, 40.0)",22,2,3
2024-08-22 09:30:04,1.0,"(50.0, 0.0)",20,1,2
2024-08-22 09:30:04,0.5,"(0.0, 40.0)",11,2,2
2024-08-22 09:30:04,1.5,"(10.0, 10.0)",20,1,2
2024-08-22 09:30:04,1.0,"(30.0, 20.0)",45,2,5
2024-08-22 09:30:04,1.0,"(50.0, 20.0)",38,2,5
2024-08-22 09:30:04,1.5,"(50.0, 0.0)",25,1,3
2024-08-22 09:30:04,1.0,"(0.0, 30.0)",20,1,2
2024-08-22 09:30:04,0.0,"(50.0, 30.0)",62,4,7
2024-08-22 09:30:04,1.0,"(30.0, 50.0)",40,3,6
2024-08-22 09:30:04,1.0,"(40.0, 20.0)",7,1,2
2024-08-22 09:30:04,1.0,"(20.0, 10.0)",50,3,7
2024-08-22 09:30:04,0.0,"(40.0, 50.0)",64,4,7
2024-08-22 09:30:04,0.5,"(30.0, 20.0)",11,2,2
2024-08-22 09:30:04,0.5,"(30.0, 40.0)",17,2,5
2024-08-22 09:30:04,0.0,"(0.0, 10.0)",27,3,3
2024-08-22 09:30:04,1.5,"(30.0, 10.0)",17,1,2
2024-08-22 09:30:04,1.0,"(20.0, 30.0)",12,1,3
2024-08-22 09:30:04,1.5,"(0.0, 10.0)",20,1,2
2024-08-22 09:30:04,1.0,"(40.0, 30.0)",32,2,4
2024-08-22 09:30:04,1.5,"(20.0, 30.0)",10,1,1
2024-08-22 09:30:04,0.5,"(30.0, 50.0)",13,2,4
2024-08-22 09:30:04,1.0,"(30.0, 0.0)",29,1,4
2024-08-22 09:30:04,3.5,"(0.0, 30.0)",6,1,1
2024-08-22 09:30:04,0.5,"(40.0, 30.0)",10,1,1
2024-08-22 09:30:04,1.0,"(0.0, 50.0)",20,2,2
2024-08-22 09:30:04,0.5,"(40.0, 50.0)",25,2,5
2024-08-22 09:30:04,1.0,"(40.0, 0.0)",48,2,5
2024-08-22 09:30:04,1.0,"(50.0, 10.0)",50,3,7
2024-08-22 09:30:04,1.5,"(40.0, 40.0)",30,1,3
2024-08-22 09:30:04,1.0,"(30.0, 30.0)",12,1,2
2024-08-22 09:30:04,1.5,"(10.0, 20.0)",10,1,2
2024-08-22 09:30:04,0.0,"(40.0, 40.0)",97,2,10
2024-08-22 09:30:04,0.0,"(10.0, 20.0)",103,6,11
2024-08-22 09:30:04,1.5,"(20.0, 40.0)",10,1,1
2024-08-22 09:30:04,0.5,"(20.0, 20.0)",11,2,2
2024-08-22 09:30:04,1.5,"(0.0, 0.0)",3,1,1
2024-08-22 09:30:04,1.0,"(10.0, 40.0)",42,3,6
2024-08-22 09:30:04,1.5,"(20.0, 50.0)",15,1,2
2024-08-22 09:30:05,0.5,"(20.0, 40.0)",12,1,3
2024-08-22 09:30:05,1.0,"(40.0, 10.0)",57,2,7
2024-08-22 09:30:05,0.5,"(0.0, 50.0)",26,3,3
2024-08-22 09:30:05,0.5,"(0.0, 20.0)",6,1,1
2024-08-22 09:30:05,0.0,"(40.0, 0.0)",60,3,8
2024-08-22 09:30:05,0.5,"(40.0, 30.0)",12,2,4
2024-08-22 09:30:05,0.0,"(30.0, 10.0)",70,4,7
2024-08-22 09:30:05,1.5,"(20.0, 0.0)",11,1,2
2024-08-22 09:30:05,1.5,"(40.0, 20.0)",26,2,5
2024-08-22 09:30:05,0.5,"(50.0, 30.0)",27,3,4
2024-08-22 09:30:05,1.0,"(0.0, 40.0)",37,3,7
2024-08-22 09:30:05,1.0,"(30.0, 30.0)",25,1,5
2024-08-22 09:30:05,1.0,"(50.0, 0.0)",18,1,3
2024-08-22 09:30:05,0.5,"(10.0, 40.0)",11,2,2
2024-08-22 09:30:05,0.0,"(0.0, 0.0)",80,4,8
2024-08-22 09:30:05,1.0,"(0.0, 20.0)",40,2,4
2024-08-22 09:30:05,0.0,"(0.0, 20.0)",52,4,6
2024-08-22 09:30:05,0.5,"(10.0, 0.0)",13,2,2
2024-08-22 09:30:05,1.0,"(10.0, 40.0)",42,3,6
2024-08-22 09:30:05,0.0,"(10.0, 20.0)",123,6,14
2024-08-22 09:30:05,1.5,"(0.0, 30.0)",6,1,1
2024-08-22 09:30:05,0.0,"(50.0, 30.0)",69,5,8
2024-08-22 09:30:05,0.5,"(50.0, 0.0)",9,1,3
2024-08-22 09:30:05,1.5,"(50.0, 10.0)",4,1,1
2024-08-22 09:30:05,1.5,"(50.0, 30.0)",1,1,1
2024-08-22 09:30:05,1.5,"(20.0, 20.0)",1,1,1
2024-08-22 09:30:05,4.0,"(0.0, 30.0)",2,1,1
2024-08-22 09:30:05,1.5,"(30.0, 20.0)",38,1,5
2024-08-22 09:30:05,0.0,"(30.0, 0.0)",32,2,4
2024-08-22 09:30:05,0.5,"(30.0, 0.0)",1,1,1
2024-08-22 09:30:05,1.0,"(50.0, 40.0)",17,1,4
2024-08-22 09:30:05,1.0,"(40.0, 50.0)",24,2,4
2024-08-22 09:30:05,4.0,"(0.0, 20.0)",5,1,1
2024-08-22 09:30:05,0.0,"(20.0, 40.0)",121,5,13
2024-08-22 09:30:05,1.5,"(10.0, 20.0)",5,1,1
2024-08-22 09:30:05,0.0,"(40.0, 40.0)",108,2,11
2024-08-22 09:30:05,0.5,"(30.0, 20.0)",10,1,1
2024-08-22 09:30:05,0.0,"(30.0, 20.0)",100,4,10
2024-08-22 09:30:05,1.5,"(0.0, 0.0)",3,1,1
2024-08-22 09:30:05,1.0,"(30.0, 20.0)",48,2,6
2024-08-22 09:30:05,1.0,"(30.0, 50.0)",45,3,6
2024-08-22 09:30:05,1.5,"(20.0, 30.0)",10,1,1
2024-08-22 09:30:05,0.5,"(30.0, 40.0)",16,2,4
2024-08-22 09:30:05,1.0,"(40.0, 0.0)",34,2,4
2024-08-22 09:30:05,0.5,"(10.0, 30.0)",29,3,8
2024-08-22 09:30:05,0.0,"(50.0, 20.0)",75,3,8
2024-08-22 09:30:05,0.5,"(0.0, 40.0)",10,2,2
2024-08-22 09:30:05,1.5,"(20.0, 10.0)",2,1,1
2024-08-22 09:30:05,0.0,"(20.0, 0.0)",50,4,5
2024-08-22 09:30:05,0.5,"(40.0, 40.0)",11,2,2
2024-08-22 09:30:05,0.0,"(50.0, 10.0)",120,4,13
2024-08-22 09:30:05,0.5,"(30.0, 50.0)",12,3,3
2024-08-22 09:30:05,1.5,"(10.0, 50.0)",22,1,3
2024-08-22 09:30:05,1.0,"(10.0, 0.0)",3,1,1
2024-08-22 09:30:05,1.5,"(0.0, 50.0)",6,1,1
2024-08-22 09:30:05,3.5,"(0.0, 30.0)",2,1,1
2024-08-22 09:30:05,1.5,"(10.0, 30.0)",4,1,1
2024-08-22 09:30:05,0.5,"(0.0, 30.0)",7,1,1
2024-08-22 09:30:05,1.0,"(50.0, 50.0)",29,1,3
2024-08-22 09:30:05,0.0,"(0.0, 40.0)",73,3,8
2024-08-22 09:30:05,0.0,"(20.0, 10.0)",81,3,9
2024-08-22 09:30:05,0.5,"(10.0, 20.0)",23,2,5
2024-08-22 09:30:05,0.0,"(10.0, 40.0)",86,4,9
2024-08-22 09:30:05,1.0,"(10.0, 10.0)",45,3,6
2024-08-22 09:30:05,1.5,"(0.0, 20.0)",2,1,1
2024-08-22 09:30:05,1.5,"(40.0, 40.0)",14,1,2
2024-08-22 09:30:05,0.0,"(20.0, 50.0)",40,2,4
2024-08-22 09:30:05,1.0,"(20.0, 50.0)",20,1,2
2024-08-22 09:30:05,0.0,"(0.0, 30.0)",74,3,9
2024-08-22 09:30:05,1.5,"(50.0, 0.0)",17,1,2
2024-08-22 09:30:05,1.0,"(30.0, 40.0)",67,3,8
2024-08-22 09:30:05,0.0,"(20.0, 20.0)",109,3,11
2024-08-22 09:30:05,0.0,"(50.0, 50.0)",10,1,1
2024-08-22 09:30:05,1.0,"(40.0, 30.0)",43,3,7
2024-08-22 09:30:05,0.5,"(40.0, 20.0)",14,2,5
2024-08-22 09:30:05,0.5,"(20.0, 50.0)",20,2,2
2024-08-22 09:30:05,0.0,"(40.0, 20.0)",102,3,12
2024-08-22 09:30:05,1.0,"(50.0, 20.0)",17,2,4
2024-08-22 09:30:05,0.0,"(40.0, 50.0)",77,4,8
2024-08-22 09:30:05,0.5,"(0.0, 0.0)",10,1,2
2024-08-22 09:30:05,0.0,"(50.0, 0.0)",13,2,2
2024-08-22 09:30:05,0.5,"(30.0, 10.0)",10,1,1
2024-08-22 09:30:05,1.5,"(20.0, 40.0)",10,1,1
2024-08-22 09:30:05,1.5,"(30.0, 40.0)",17,1,3
2024-08-22 09:30:05,1.0,"(20.0, 40.0)",47,2,6
2024-08-22 09:30:05,0.5,"(30.0, 30.0)",23,3,3
2024-08-22 09:30:05,1.0,"(30.0, 10.0)",16,2,2
2024-08-22 09:30:05,1.0,"(0.0, 0.0)",27,3,3
2024-08-22 09:30:05,1.0,"(0.0, 50.0)",23,2,3
2024-08-22 09:30:05,1.5,"(0.0, 10.0)",13,1,2
2024-08-22 09:30:05,0.5,"(20.0, 10.0)",13,2,2
2024-08-22 09:30:05,1.5,"(30.0, 50.0)",43,1,6
2024-08-22 09:30:05,0.5,"(50.0, 20.0)",10,2,4
2024-08-22 09:30:05,0.5,"(20.0, 30.0)",1,1,1
2024-08-22 09:30:05,0.0,"(50.0, 40.0)",94,3,10
2024-08-22 09:30:05,0.5,"(0.0, 10.0)",12,2,2
2024-08-22 09:30:05,1.5,"(10.0, 10.0)",20,1,4
2024-08-22 09:30:05,0.5,"(50.0, 40.0)",21,2,3
2024-08-22 09:30:05,0.5,"(40.0, 50.0)",21,2,3
2024-08-22 09:30:05,0.0,"(40.0, 10.0)",77,4,8
2024-08-22 09:30:05,1.0,"(40.0, 20.0)",11,2,2
2024-08-22 09:30:05,1.5,"(20.0, 50.0)",10,1,1
2024-08-22 09:30:05,1.0,"(50.0, 30.0)",27,3,4
2024-08-22 09:30:05,1.5,"(40.0, 0.0)",1,1,1
2024-08-22 09:30:05,1.0,"(20.0, 0.0)",31,1,4
2024-08-22 09:30:05,0.5,"(10.0, 10.0)",8,2,4
2024-08-22 09:30:05,0.5,"(40.0, 0.0)",25,2,4
2024-08-22 09:30:05,1.0,"(0.0, 30.0)",19,1,2
2024-08-22 09:30:05,0.0,"(10.0, 50.0)",20,1,2
2024-08-22 09:30:05,1.5,"(40.0, 10.0)",15,1,2
2024-08-22 09:30:05,1.0,"(0.0, 10.0)",18,2,2
2024-08-22 09:30:05,2.0,"(0.0, 30.0)",1,1,1
2024-08-22 09:30:05,1.5,"(30.0, 0.0)",5,1,1
2024-08-22 09:30:05,0.0,"(10.0, 30.0)",82,4,13
2024-08-22 09:30:05,1.0,"(30.0, 0.0)",47,1,5
2024-08-22 09:30:05,1.0,"(50.0, 10.0)",19,2,3
2024-08-22 09:30:05,0.0,"(0.0, 10.0)",30,3,3
2024-08-22 09:30:05,1.5,"(40.0, 30.0)",19,1,2
2024-08-22 09:30:05,0.0,"(10.0, 10.0)",121,4,14
2024-08-22 09:30:05,1.0,"(10.0, 50.0)",32,2,4
2024-08-22 09:30:05,1.0,"(10.0, 20.0)",39,2,6
2024-08-22 09:30:05,1.0,"(10.0, 30.0)",44,3,7
2024-08-22 09:30:05,1.5,"(30.0, 10.0)",10,1,1
2024-08-22 09:30:05,0.0,"(20.0, 30.0)",46,3,6
2024-08-22 09:30:05,1.0,"(20.0, 20.0)",25,2,4
2024-08-22 09:30:05,0.0,"(40.0, 30.0)",85,5,11
2024-08-22 09:30:05,0.5,"(40.0, 10.0)",2,1,1
2024-08-22 09:30:05,1.5,"(10.0, 40.0)",1,1,1
2024-08-22 09:30:05,0.5,"(20.0, 20.0)",11,2,2
2024-08-22 09:30:05,0.0,"(30.0, 50.0)",112,3,12
2024-08-22 09:30:05,0.0,"(10.0, 0.0)",84,2,9
2024-08-22 09:30:05,0.0,"(0.0, 50.0)",51,4,6
2024-08-22 09:30:05,1.0,"(40.0, 40.0)",44,3,6
2024-08-22 09:30:05,0.0,"(30.0, 30.0)",60,4,7
2024-08-22 09:30:05,0.5,"(50.0, 10.0)",21,2,3
2024-08-22 09:30:05,1.0,"(20.0, 10.0)",69,3,8
2024-08-22 09:30:05,1.0,"(20.0, 30.0)",60,2,8
2024-08-22 09:30:05,0.0,"(30.0, 40.0)",78,4,9
2024-08-22 09:30:06,0.5,"(0.0, 20.0)",8,1,1
2024-08-22 09:30:06,0.0,"(40.0, 10.0)",78,4,8
2024-08-22 09:30:06,0.0,"(20.0, 50.0)",40,2,4
2024-08-22 09:30:06,0.0,"(10.0, 20.0)",141,6,16
2024-08-22 09:30:06,0.5,"(20.0, 40.0)",14,1,5
2024-08-22 09:30:06,0.0,"(50.0, 0.0)",10,1,1
2024-08-22 09:30:06,0.5,"(50.0, 20.0)",11,2,2
2024-08-22 09:30:06,1.5,"(30.0, 0.0)",3,1,1
2024-08-22 09:30:06,1.0,"(0.0, 0.0)",18,2,2
2024-08-22 09:30:06,1.5,"(20.0, 50.0)",1,1,1
2024-08-22 09:30:06,0.0,"(50.0, 20.0)",78,3,8
2024-08-22 09:30:06,1.0,"(40.0, 50.0)",5,2,2
2024-08-22 09:30:06,0.0,"(40.0, 50.0)",80,4,8
2024-08-22 09:30:06,1.0,"(50.0, 40.0)",25,1,4
2024-08-22 09:30:06,1.0,"(30.0, 50.0)",27,2,5
2024-08-22 09:30:06,1.0,"(40.0, 10.0)",50,2,6
2024-08-22 09:30:06,1.0,"(10.0, 10.0)",53,3,6
2024-08-22 09:30:06,1.0,"(0.0, 50.0)",26,2,3
2024-08-22 09:30:06,1.5,"(50.0, 40.0)",3,1,1
2024-08-22 09:30:06,1.0,"(50.0, 10.0)",31,3,4
2024-08-22 09:30:06,0.0,"(30.0, 50.0)",152,4,16
2024-08-22 09:30:06,1.5,"(30.0, 40.0)",13,1,3
2024-08-22 09:30:06,0.5,"(40.0, 30.0)",11,2,2
2024-08-22 09:30:06,1.0,"(40.0, 0.0)",27,2,3
2024-08-22 09:30:06,1.0,"(50.0, 0.0)",20,1,2
2024-08-22 09:30:06,0.0,"(30.0, 20.0)",83,4,10
2024-08-22 09:30:06,1.5,"(20.0, 30.0)",10,1,1
2024-08-22 09:30:06,0.5,"(10.0, 30.0)",33,3,5
2024-08-22 09:30:06,1.5,"(50.0, 0.0)",19,1,2
2024-08-22 09:30:06,1.5,"(40.0, 20.0)",23,2,3
2024-08-22 09:30:06,0.5,"(20.0, 50.0)",28,3,3
2024-08-22 09:30:06,0.0,"(40.0, 40.0)",106,2,11
2024-08-22 09:30:06,0.0,"(10.0, 30.0)",99,4,13
2024-08-22 09:30:06,1.0,"(10.0, 0.0)",11,2,2
2024-08-22 09:30:06,1.5,"(10.0, 50.0)",20,1,2
2024-08-22 09:30:06,0.5,"(10.0, 10.0)",3,1,2
2024-08-22 09:30:06,1.5,"(40.0, 50.0)",10,1,1
2024-08-22 09:30:06,0.5,"(40.0, 40.0)",11,2,2
2024-08-22 09:30:06,0.0,"(40.0, 30.0)",93,5,10
2024-08-22 09:30:06,2.5,"(40.0, 0.0)",1,1,1
2024-08-22 09:30:06,0.0,"(30.0, 10.0)",70,4,7
2024-08-22 09:30:06,1.5,"(30.0, 10.0)",13,1,2
2024-08-22 09:30:06,1.5,"(40.0, 40.0)",10,1,1
2024-08-22 09:30:06,1.0,"(40.0, 30.0)",32,2,5
2024-08-22 09:30:06,1.5,"(10.0, 40.0)",4,2,2
2024-08-22 09:30:06,0.5,"(10.0, 20.0)",30,3,7
2024-08-22 09:30:06,0.0,"(20.0, 0.0)",46,4,5
2024-08-22 09:30:06,1.0,"(10.0, 50.0)",31,2,4
2024-08-22 09:30:06,0.5,"(40.0, 20.0)",10,1,1
2024-08-22 09:30:06,1.5,"(10.0, 20.0)",1,1,1
2024-08-22 09:30:06,0.5,"(10.0, 40.0)",13,2,2
2024-08-22 09:30:06,0.5,"(40.0, 10.0)",2,2,2
2024-08-22 09:30:06,0.0,"(10.0, 40.0)",80,4,9
2024-08-22 09:30:06,0.0,"(0.0, 10.0)",27,3,3
2024-08-22 09:30:06,0.0,"(50.0, 40.0)",103,3,12
2024-08-22 09:30:06,1.0,"(30.0, 30.0)",33,2,5
2024-08-22 09:30:06,3.5,"(10.0, 40.0)",1,1,1
2024-08-22 09:30:06,0.0,"(50.0, 50.0)",10,1,1
2024-08-22 09:30:06,1.0,"(40.0, 20.0)",23,3,3
2024-08-22 09:30:06,1.0,"(0.0, 10.0)",32,2,5
2024-08-22 09:30:06,1.0,"(10.0, 30.0)",39,2,6
2024-08-22 09:30:06,1.5,"(20.0, 20.0)",4,1,1
2024-08-22 09:30:06,1.0,"(0.0, 20.0)",21,2,3
2024-08-22 09:30:06,1.0,"(20.0, 50.0)",21,1,3
2024-08-22 09:30:06,0.0,"(20.0, 40.0)",135,5,17
2024-08-22 09:30:06,0.5,"(0.0, 50.0)",13,3,3
2024-08-22 09:30:06,1.0,"(10.0, 20.0)",28,2,5
2024-08-22 09:30:06,0.0,"(20.0, 20.0)",108,3,12
2024-08-22 09:30:06,0.0,"(30.0, 40.0)",87,4,10
2024-08-22 09:30:06,1.0,"(50.0, 20.0)",21,2,3
2024-08-22 09:30:06,1.5,"(20.0, 40.0)",6,1,1
2024-08-22 09:30:06,1.0,"(20.0, 40.0)",50,2,9
2024-08-22 09:30:06,1.0,"(0.0, 40.0)",52,3,7
2024-08-22 09:30:06,0.5,"(30.0, 40.0)",18,3,3
2024-08-22 09:30:06,1.0,"(30.0, 40.0)",58,3,9
2024-08-22 09:30:06,1.0,"(20.0, 20.0)",20,1,2
2024-08-22 09:30:06,1.0,"(50.0, 30.0)",20,2,2
2024-08-22 09:30:06,1.0,"(10.0, 40.0)",50,3,8
2024-08-22 09:30:06,0.5,"(30.0, 30.0)",27,3,4
2024-08-22 09:30:06,0.0,"(20.0, 10.0)",90,3,9
2024-08-22 09:30:06,0.5,"(50.0, 0.0)",1,1,1
2024-08-22 09:30:06,1.0,"(30.0, 10.0)",23,3,3
2024-08-22 09:30:06,0.0,"(30.0, 30.0)",58,4,8
2024-08-22 09:30:06,1.5,"(40.0, 30.0)",9,1,2
2024-08-22 09:30:06,0.0,"(0.0, 0.0)",86,4,9
2024-08-22 09:30:06,1.5,"(30.0, 20.0)",34,1,4
2024-08-22 09:30:06,0.0,"(10.0, 0.0)",98,3,10
2024-08-22 09:30:06,1.5,"(10.0, 30.0)",3,1,1
2024-08-22 09:30:06,0.5,"(20.0, 10.0)",6,1,1
2024-08-22 09:30:06,0.5,"(20.0, 0.0)",1,1,1
2024-08-22 09:30:06,0.0,"(0.0, 20.0)",50,3,5
2024-08-22 09:30:06,0.0,"(0.0, 50.0)",54,4,6
2024-08-22 09:30:06,0.5,"(50.0, 30.0)",21,3,3
2024-08-22 09:30:06,0.5,"(0.0, 0.0)",4,1,1
2024-08-22 09:30:06,0.5,"(50.0, 10.0)",15,2,3
2024-08-22 09:30:06,0.5,"(20.0, 30.0)",6,1,3
2024-08-22 09:30:06,0.0,"(50.0, 30.0)",70,4,7
2024-08-22 09:30:06,0.0,"(0.0, 30.0)",81,3,9
2024-08-22 09:30:06,1.0,"(20.0, 0.0)",24,1,4
2024-08-22 09:30:06,0.0,"(50.0, 10.0)",124,4,13
2024-08-22 09:30:06,0.5,"(10.0, 0.0)",10,1,1
2024-08-22 09:30:06,0.5,"(30.0, 50.0)",14,3,3
2024-08-22 09:30:06,0.0,"(10.0, 50.0)",20,1,2
2024-08-22 09:30:06,1.0,"(20.0, 30.0)",64,2,9
2024-08-22 09:30:06,0.5,"(40.0, 0.0)",11,2,2
2024-08-22 09:30:06,3.5,"(0.0, 30.0)",2,1,1
2024-08-22 09:30:06,1.0,"(40.0, 40.0)",51,3,6
2024-08-22 09:30:06,0.5,"(30.0, 20.0)",34,2,4
2024-08-22 09:30:06,1.0,"(30.0, 0.0)",37,1,4
2024-08-22 09:30:06,1.0,"(30.0, 20.0)",33,2,6
2024-08-22 09:30:06,1.0,"(20.0, 10.0)",70,3,7
2024-08-22 09:30:06,0.5,"(30.0, 10.0)",10,1,1
2024-08-22 09:30:06,0.0,"(30.0, 0.0)",47,2,5
2024-08-22 09:30:06,0.0,"(40.0, 0.0)",81,3,9
2024-08-22 09:30:06,1.5,"(40.0, 10.0)",10,1,1
2024-08-22 09:30:06,1.0,"(50.0, 50.0)",13,1,2
2024-08-22 09:30:06,1.5,"(10.0, 10.0)",27,1,3
2024-08-22 09:30:06,0.0,"(20.0, 30.0)",43,3,6
2024-08-22 09:30:06,0.5,"(10.0, 50.0)",5,1,1
2024-08-22 09:30:06,0.5,"(0.0, 10.0)",13,2,3
2024-08-22 09:30:06,0.5,"(40.0, 50.0)",27,2,3
2024-08-22 09:30:06,1.5,"(0.0, 30.0)",7,1,1
2024-08-22 09:30:06,1.5,"(50.0, 30.0)",9,1,1
2024-08-22 09:30:06,0.0,"(10.0, 10.0)",117,3,13
2024-08-22 09:30:06,0.0,"(40.0, 20.0)",122,3,13
2024-08-22 09:30:06,1.5,"(30.0, 50.0)",3,1,1
2024-08-22 09:30:06,1.5,"(0.0, 20.0)",2,1,1
2024-08-22 09:30:06,0.5,"(20.0, 20.0)",12,2,3
2024-08-22 09:30:06,0.0,"(0.0, 40.0)",52,3,6
2024-08-22 09:30:06,1.0,"(0.0, 30.0)",2,1,1
2024-08-22 09:30:06,0.5,"(0.0, 40.0)",4,1,3
2024-08-22 09:30:06,0.5,"(50.0, 40.0)",26,2,4
2024-08-22 09:30:07,2.5,"(40.0, 0.0)",2,1,1
2024-08-22 09:30:07,0.5,"(20.0, 50.0)",29,3,3
2024-08-22 09:30:07,0.0,"(10.0, 40.0)",72,4,8
2024-08-22 09:30:07,0.5,"(40.0, 0.0)",17,2,2
2024-08-22 09:30:07,0.0,"(40.0, 20.0)",134,4,15
2024-08-22 09:30:07,0.5,"(30.0, 0.0)",7,1,1
2024-08-22 09:30:07,1.5,"(40.0, 20.0)",20,2,2
2024-08-22 09:30:07,1.0,"(0.0, 30.0)",3,1,1
2024-08-22 09:30:07,1.5,"(40.0, 50.0)",10,1,1
2024-08-22 09:30:07,0.5,"(50.0, 20.0)",20,2,6
2024-08-22 09:30:07,0.0,"(40.0, 0.0)",71,3,9
2024-08-22 09:30:07,0.5,"(30.0, 50.0)",20,2,3
2024-08-22 09:30:07,1.5,"(10.0, 0.0)",7,1,2
2024-08-22 09:30:07,1.5,"(20.0, 40.0)",18,1,2
2024-08-22 09:30:07,0.5,"(30.0, 10.0)",10,1,1
2024-08-22 09:30:07,0.0,"(50.0, 10.0)",132,5,14
2024-08-22 09:30:07,0.0,"(50.0, 20.0)",63,3,7
2024-08-22 09:30:07,0.0,"(20.0, 50.0)",41,3,5
2024-08-22 09:30:07,0.5,"(10.0, 0.0)",15,2,3
2024-08-22 09:30:07,1.5,"(30.0, 40.0)",13,1,2
2024-08-22 09:30:07,1.0,"(10.0, 40.0)",48,2,6
2024-08-22 09:30:07,1.0,"(20.0, 50.0)",14,1,2
2024-08-22 09:30:07,0.5,"(10.0, 20.0)",33,3,5
2024-08-22 09:30:07,1.0,"(50.0, 40.0)",29,1,4
2024-08-22 09:30:07,0.0,"(0.0, 40.0)",50,2,5
2024-08-22 09:30:07,0.0,"(30.0, 40.0)",104,3,11
2024-08-22 09:30:07,3.5,"(10.0, 40.0)",1,1,1
2024-08-22 09:30:07,1.0,"(50.0, 30.0)",13,2,3
2024-08-22 09:30:07,0.0,"(20.0, 10.0)",111,4,12
2024-08-22 09:30:07,1.0,"(40.0, 20.0)",19,3,3
2024-08-22 09:30:07,3.5,"(0.0, 30.0)",2,1,1
2024-08-22 09:30:07,1.0,"(0.0, 10.0)",45,2,5
2024-08-22 09:30:07,0.0,"(30.0, 0.0)",52,2,6
2024-08-22 09:30:07,0.5,"(40.0, 30.0)",8,2,3
2024-08-22 09:30:07,0.0,"(20.0, 20.0)",103,3,11
2024-08-22 09:30:07,1.0,"(20.0, 30.0)",70,2,8
2024-08-22 09:30:07,1.5,"(10.0, 40.0)",11,2,3
2024-08-22 09:30:07,0.0,"(0.0, 50.0)",50,3,5
2024-08-22 09:30:07,0.5,"(10.0, 30.0)",28,3,5
2024-08-22 09:30:07,0.0,"(0.0, 20.0)",50,3,5
2024-08-22 09:30:07,0.5,"(0.0, 40.0)",7,1,1
2024-08-22 09:30:07,1.0,"(40.0, 50.0)",6,1,1
2024-08-22 09:30:07,0.0,"(30.0, 30.0)",71,5,9
2024-08-22 09:30:07,0.0,"(50.0, 40.0)",100,4,12
2024-08-22 09:30:07,0.0,"(50.0, 50.0)",10,1,1
2024-08-22 09:30:07,1.5,"(30.0, 10.0)",18,1,2
2024-08-22 09:30:07,0.0,"(10.0, 0.0)",81,3,9
2024-08-22 09:30:07,1.0,"(30.0, 40.0)",32,2,4
2024-08-22 09:30:07,1.0,"(40.0, 30.0)",44,2,6
2024-08-22 09:30:07,0.0,"(20.0, 30.0)",34,3,4
2024-08-22 09:30:07,0.5,"(20.0, 10.0)",4,1,3
2024-08-22 09:30:07,0.5,"(40.0, 50.0)",4,1,1
2024-08-22 09:30:07,0.0,"(50.0, 0.0)",13,2,2
2024-08-22 09:30:07,0.5,"(0.0, 10.0)",11,2,2
2024-08-22 09:30:07,0.0,"(0.0, 30.0)",83,3,9
2024-08-22 09:30:07,1.5,"(50.0, 40.0)",10,1,1
2024-08-22 09:30:07,0.0,"(10.0, 10.0)",105,3,12
2024-08-22 09:30:07,1.5,"(20.0, 30.0)",8,1,3
2024-08-22 09:30:07,0.5,"(50.0, 30.0)",26,3,3
2024-08-22 09:30:07,0.0,"(40.0, 50.0)",80,4,8
2024-08-22 09:30:07,0.5,"(50.0, 40.0)",30,2,5
2024-08-22 09:30:07,0.5,"(20.0, 30.0)",2,1,1
2024-08-22 09:30:07,0.0,"(40.0, 10.0)",77,4,8
2024-08-22 09:30:07,1.5,"(30.0, 50.0)",10,1,1
2024-08-22 09:30:07,0.5,"(50.0, 10.0)",6,2,3
2024-08-22 09:30:07,1.0,"(0.0, 0.0)",10,1,1
2024-08-22 09:30:07,0.5,"(30.0, 30.0)",27,3,5
2024-08-22 09:30:07,1.5,"(40.0, 40.0)",13,1,2
2024-08-22 09:30:07,1.5,"(30.0, 30.0)",10,1,2
2024-08-22 09:30:07,0.0,"(40.0, 30.0)",88,4,9
2024-08-22 09:30:07,0.5,"(0.0, 50.0)",20,2,2
2024-08-22 09:30:07,1.0,"(50.0, 0.0)",7,1,2
2024-08-22 09:30:07,0.5,"(10.0, 50.0)",10,1,1
2024-08-22 09:30:07,0.5,"(50.0, 0.0)",1,1,1
2024-08-22 09:30:07,1.5,"(50.0, 30.0)",1,1,1
2024-08-22 09:30:07,0.5,"(40.0, 20.0)",13,2,3
2024-08-22 09:30:07,1.0,"(10.0, 10.0)",52,3,8
2024-08-22 09:30:07,1.0,"(20.0, 40.0)",63,3,10
2024-08-22 09:30:07,1.0,"(0.0, 20.0)",20,1,2
2024-08-22 09:30:07,0.5,"(40.0, 40.0)",20,2,2
2024-08-22 09:30:07,1.0,"(0.0, 40.0)",49,3,6
2024-08-22 09:30:07,0.5,"(10.0, 40.0)",11,2,2
2024-08-22 09:30:07,1.5,"(10.0, 10.0)",32,1,4
2024-08-22 09:30:07,1.0,"(50.0, 50.0)",10,1,1
2024-08-22 09:30:07,0.0,"(30.0, 20.0)",78,4,9
2024-08-22 09:30:07,1.0,"(40.0, 10.0)",42,2,7
2024-08-22 09:30:07,0.0,"(10.0, 30.0)",95,4,12
2024-08-22 09:30:07,0.0,"(10.0, 50.0)",19,1,2
2024-08-22 09:30:07,1.5,"(30.0, 20.0)",27,1,4
